サロン名,〒,都道府県,市,詳細住所,tel,サロンHP,CCVeil取り扱い有無
ヘアメイクシェア,305-0051,茨城県,つくば市二の宮３−２７−２−１０３,,029-875-8322,http://www.share-h.com/,有
SOWELU,310-0912,茨城県,水戸市見川5-2-5,,029-239-5437,http://www.sowelu-mito.com/,無
AREX sincere(アレックス シンシア),310-0815,茨城県,水戸市,本町2−4−10,029-227-5801,http://arex-group.com,無
AREX cheer(アレックス チアー),310-0847,茨城県,水戸市,米沢町下組119−1,029-246-9366,http://arex-group.com,無
AREX feerique(アレックス フェリーク),310-0836,茨城県,水戸市,元吉田町11562−1,029-247-1062,http://arex-group.com,無
Access Moon 米沢本店(アクセスムーン ヨネザワホンテン),310-0847,茨城県,水戸市,米沢町268−18,0120-508-032,http://www.accessmoon.com/,無
Access Moon 赤塚店(アクセスムーン アカツカテン),311-4152,茨城県,水戸市,河和田1−1フレスポ赤塚内,0120-155-690,http://www.accessmoon.com/,無
Access Moon ヒタチナカ店(アクセスムーン ヒタチナカテン),312-0042,茨城県,ひたちなか市,東大島3−21−3,0120-572-228,http://www.accessmoon.com/,無
Access Moon 那珂店(アクセスムーン ナカテン),311-0110,茨城県,那珂市,竹ノ内1−26−9,0120-550-506,http://www.accessmoon.com/,無
Access Moon 東海店(アクセスムーン トウカイテン),319-1111,茨城県,那珂郡東海村,舟石川新田前714−10,0120-765-780,http://www.accessmoon.com/,無
Access Moon 日立滑川店(アクセスムーン ヒタチナメカワテン),317-0051,茨城県,日立市,滑川本町5−290スーパーマルト滑川店敷地内,0120-330-998,http://www.accessmoon.com/,無
Access Moon 研究学園店(アクセスムーン ケンキュウガクエンテン),305-0817,茨城県,つくば市,研究学園C30街区8,0120-325-003,http://www.accessmoon.com/,無
Access Moon ピアシティ石岡店(アクセスムーン ピアシティイシオカテン),315-0001,茨城県,石岡市,石岡2222−2ピアシティ石岡内,0120-436-777,http://www.accessmoon.com/,無
Access Moon 龍ヶ崎店(アクセスムーン リュウガサキテン),301-0853,茨城県,龍ヶ崎市,松ヶ丘2−1−3,0120-526-660,http://www.accessmoon.com/,無
Access Moon 宇都宮上戸祭店(カミトマツリテン),320-0051,栃木県,宇都宮市,上戸祭町336−7,0120-022-080,http://www.accessmoon.com/,無
Access Moon 宇都宮鶴田店(アクセスムーン ウツノミヤツルタテン),320-0857,栃木県,宇都宮市,鶴田2−13−1,0120-021-717,http://www.accessmoon.com/,無
Access Moon 自治医大店(アクセルムーン ジチイダイテン),329-0413,栃木県,下野市,駅東5−3−4,0120-431-525,http://www.accessmoon.com/,無
Access Moon BiViツクバ店(アクセスムーン ビヴィツクバテン),305-0031,茨城県,つくば市,吾妻1−8−10 BiViツクバ4F,0120-257-775,http://www.accessmoon.com/,無
ハグヘアー,318-0021,茨城県,高萩市,大字安良川272−190,0293-22-0511,,有
anan田町店,108-0014,東京都,港区,芝5-31-10サンシャインビル3F,03-3454-6298,http://www.anan-glam.com/,無
anan三田店,108-0014,東京都,港区,芝5-29-25ピノキオビル1F,03-3451-5996,http://www.anan-glam.com/,無
GLAM白金店,108-0072,東京都,港区,白金1-17-2 2F,03-3446-0716,http://www.anan-glam.com/,無
GLAM芝浦店,108-0023,東京都,港区,芝浦3-12-5石阪ビル1F,03-3456-0523,http://www.anan-glam.com/,無
ROUTE a,150-0001,東京都,渋谷区,神宮前4-30-2リズム表参道4F,03-6459-2317,http://route-a-hair-make.com/,有
CAMINOIA,104-0061,東京都,中央区,銀座6-7-7第3岩槻ビルディング3F,03-6264-5656,http://caminoia.com/,無
CAMINOIA 高崎,370-0052,群馬県,高崎市,旭町24-4 colors TAKASAKI 2F,027-381-6410,http://caminoia-takasaki.com/,無
teeta,211-0004,神奈川県,川崎市,中原区新丸子東2-898-1,044-948-4030,http://www.teeta-hair.com,無
i+me,108-0074,東京都,港区,高輪2-16-49レザミ高輪ビル1F,03-5422-9411,http://i.di-gp.com/,有
dish,141-0031,東京都,品川区,西五反田1-17-6 GRIO五反田4F,03-3490-7800,http://di-gp.com/,有
GIFT,211-0005,神奈川県,川崎市,中原区新丸子町733シャンテ美里1F,044-738-6878,http://gift-hairsalon.net/,有
Oak,104-0061,東京都,中央区,銀座1-8-7 VORT銀座8F,03-6226-6505,https://oak-ginza.storeinfo.jp/,有
stujio,150-0001,東京都,渋谷区,神宮前5-30-2渋谷第一タカラビル101,03-6434-1130,http://www.stujio.jp/,無
JANEIRO,152-0031,東京都,目黒区,中根2-13-19都立大サロンロード1F,03-5701-9906,http://www.janeirohair.com/,有
Ash 駒沢大学店,154-0012,東京都,世田谷区,駒沢4-18-17ル･ヴェール1F,03-3411-1771,http://www.ash-hair.com/salondata/detail/301/,無
Ash 高幡不動店,191-0031,東京都,日野市,高幡1005-5ミラージュ7,042-591-3322,http://www.ash-hair.com/salondata/detail/314/,無
green omotesando,150-0001,東京都,渋谷区,神宮前4-5-12セピア原宿B1F,03-6804-3014,http://www.hairmake-green.com,有
green shibuya,150-0041,東京都,渋谷区,神南1-15-8ヒキダシノヨウナ家ニビル7F,03-6427-8448,http://www.hairmake-green-shibuya.com/,有
Rowlly by green,060-0063,北海道,札幌市,中央区南3条西5丁目F-DRESS 5番街BLD3F,011-213-0258,http://www.hairmake-rowlly.com/,無
Mira.by green,231-0015,神奈川県,横浜市,中区尾上町5-68-3F,045-228-7332,http://www.hairmake-mira.com/,無
better,160-0022,東京都,新宿区,新宿3-11-6エクレ新宿3F-305,03-6380-5889,http://www.hairmake-better.com/,有
mid hair,194-0021,東京都,町田市,中町1-15-11U&Eビル1F,042-850-9406,http://www.hairmake-mid.com/,有
Nelle.by green,194-0013,東京都,町田市,原町田4-11-13天野ビル5F,042-860-6462,http://www.hairmake-nelle.com/,有
EL.by green,060-0063,北海道,札幌市,中央区南3条西3丁目8-1エテルノビルB1F,011-232-7997,http://www.hairmake-el.com/,無
SOURCE,141-0021,東京都,品川区,上大崎2-15-15,03-5422-6393,https://m.facebook.com/hairsalonsource/?locale2=ja_JP,無
PRESENCE NAVY,152-0001,東京都,目黒区,中央町1-15-21パークサイド学芸大1F,03-3710-6765,http://presence-gr.com/,無
maison PRESENCE,150-0001,東京都,渋谷区,神宮前4-28-12ジャスト原宿1F,03-5410-6731,http://presence-gr.com/,無
La Tana di PRESENCE,154-0023,東京都,世田谷区,若林3-17-8高村ビル2F,03-5486-6070,http://presence-gr.com/,有
J'aime la presence,154-0012,東京都,世田谷区,駒沢2-40-2EMハイツ駒沢1F,03-5481-3377,http://presence-gr.com/,無
DESSANGE PARIS GINZA,104-0061,東京都,中央区,銀座3-3-14啓徳ビル1-2F,03-3561-2226,http://www.forecast.jp/index.php,無
SIECLE,104-0061,東京都,中央区,銀座8-9-15ジェエルボックス銀座3F,03-3572-8005,http://www.forecast.jp/index.php,無
Lino Hair Salon,141-0022,東京都,品川区,東五反田1-14-11須賀ビル6F,03-6459-3578,http://lino-hair.jp/,無
VISAGE ba.s.k,272-0034,千葉県,市川市,市川1-21-8アルテーヌ市川1F,047-322-3970,http://www.visage.co.jp/,無
VISAGE maison,273-0035,千葉県,船橋市,本中山2-18-6アルコイリス下総中山1･2F,047-335-6600,http://www.visage.co.jp/,無
VISAGE Quon,104-0052,東京都,中央区,月島1-5-2キャピタルゲートプレイス201,03-6204-9901,http://www.visage.co.jp/,無
mod's hair仙台PARCO店,980-8484,宮城県,仙台市,青葉区中央1-2-3仙台PARCO4F,022-774-8290,http://www.modshair.co.jp/index.php?id=15179,無
mod's hair仙台長町店,982-0011,宮城県,仙台市,太白区長町7-24-26三水苑長町ビル3F,022-738-7334,http://www.modshair.co.jp/index.php?id=15179,無
Garden hair,980-0021,宮城県,仙台市,青葉区中央2-2-5アオバ通リ駅前ビル2F,022-266-3663,http://www.garden-hair.com/,無
Amour二子玉川店,158-0094,東京都,世田谷区,玉川3-20-8サントピア玉川1F B号,03-5716-5638,http://secil-amour.com/,無
Amour等々力店,158-0082,東京都,世田谷区,等々力2-38-28森田ビル1F,03-5752-3383,http://secil-amour.com/,無
SECIL高津店,213-0002,神奈川県,川崎市,高津区ニ子4-8-3エストカルフール1F,044-820-8786,http://secil-amour.com/,無
SECILB溝ノ口店,213-0001,神奈川県,川崎市,高津区溝口3-1-7和幸ダイヤモンドビル2F,044-455-5730,http://work.salonboard.com/slnH000424716/,無
Regard for art,213-0002,神奈川県,川崎市,高津区二子4-1-5川田ビル2B,044-819-8222,http://secil-amour.com/,無
START武蔵小杉店,211-0004,神奈川県,川崎市,中原区新丸子東2-897-11ラポール新丸子104,044-430-0280,http://secil-amour.com/,無
gufo,212-0012,神奈川県,川崎市,幸区中幸町4-50-3エムエヌビル2F,044-280-6880,https://gufo.crayonsite.com/,有
Calenda,150-0033,東京都,渋谷区,猿楽町2-11氷川ビル303,03-6427-8428,http://www.calenda-hair.com/,無
aina HAIR,151-0063,東京都,渋谷区,富ヶ谷1-11-12,03-3467-6024,http://www.aina-hair.com/,無
BYRON BAY TOKYO,150-0046,東京都,渋谷区,松濤1-28-8SHIBUYA FIRST BUILDING 1･2F,050-5514-5400,http://www.byronbay.tokyo,有
EGO sette,104-0061,東京都,中央区,銀座7丁目8−7 GINZA GREEN 3F,03-6228-5708,http://www.ego-hair.jp/,無
BLANCO青山,107-0062,東京都,港区,南青山5丁目11−24 グレイセス1F,03-5468-0033,http://www.blanco.co.jp/salon/aoyama/,無
BLANCO表参道,107-0062,東京都,港区,南青山3-17-15 南青山三丁目ビル2F,03-6434-0971,http://www.blanco.co.jp/salon/omotesando/,無
BLANCOスパイラル,450-0002,愛知県,名古屋市,中村区名駅4-27-1 スパイラルタワーズB2F,052-589-9055,http://www.blanco.co.jp/salon/spiral/,無
BLANCO G-south,501-6111,岐阜県,岐阜市,柳津町宮東2-178,058-388-7800,http://www.blanco.co.jp/salon/g-south/,無
SUPRAM,460-0008,愛知県,名古屋市,中区栄3-27-27,052-261-6881,http://www.supram.jp/salon/,無
サムソン&デリラ翔,491-0908,愛知県,一宮市,深坪町13-3,0586-44-3680,http://sho-group.com/store-sho/,無
サムソン&デリラ江南店,483-8418,愛知県,江南市,東野町米野72,0587-56-7161,http://sho-group.com/store-kounan/,無
サムソン&デリラ三馬店,921-8162,石川県,金沢市,三馬3-303,076-244-9866,http://samson-minma.com/index.php,無
サムソン&デリラ JL,920-1165,石川県,金沢市,若松町2-18,076-222-8714,http://samson-jl.com/index.php,無
WILLOW,534-0024,大阪府,大阪市,都島区東野田町1丁目21-7 1F,06-4801-9977,http://www.samson-hyogo.com/willow/about/,無
BLANCO北堀江,550-0014,大阪府,大阪市,西区北堀江1−7−4 1F,06-6536-2039,http://www.samson-hyogo.com/blanco/about/,無
サムソン&デリラ Sakura Garden,668-0051,兵庫県,豊岡市,九日市下町277−14,0796-24-6166,http://www.samson-hyogo.com/sakura-garden/about/,無
サムソン&デリラ豊岡店,668-0013,兵庫県,豊岡市,中陰638-1,0796-29-3139,http://www.samson-hyogo.com/toyooka/about/,無
Bloom's,151-0065,東京都,渋谷区,大山町10-3,03-5738-7535,http://www.samson-net.co.jp/delila/salon/232/,無
AZURA経堂,156-0052,東京都,世田谷区,経堂1-22-20 1F,03-5426-3710,http://www.azura.jp/salon/kyodo/,無
AZURA烏山,157-0062,東京都,世田谷区,南烏山6-4-30 SNビル2F,03-3309-5110,http://www.azura.jp/salon/karasuyama/,無
AZURA祖師谷,157-0073,東京都,世田谷区,砧8-8-21 松沢ビル2F,0120-55-4136,http://www.azura.jp/salon/soshigaya/,無
AZURA成城,157-0066,東京都,世田谷区,成城6-9-6 中沢ビル2F,03-5429-1030,http://www.azura.jp/salon/seijo/,無
B -by- C 銀座,104-0061,東京都,中央区,銀座5-3-13 GINZA SSビル 11F,03-6274-6760,http://www.b-by-c.co.jp/#salon,無
Hair design Sen,501-6236,岐阜県,羽島市,江吉良町村前2307,058-322-4755,http://www.samson-nbreeze.com/sen/,無
LiG hair&design,500-8282,岐阜県,岐阜市,茜部大川1-51 永井ビル1F,058-275-7080,http://lig.gifu.jp/,無
NORA HAIR SALON,107-0062,東京都,港区,南青山5-3-10FROM-1st BF,03-6419-9933,http://www.nora-style.com/nora/,無
NORA journey,150-0001,東京都,渋谷区,神宮前4-3-21 NODERA BLDG 2F,03-6804-3938,http://www.nora-style.com/journey/,無
FENICE international hair salon,305-0034,茨城県,つくば市,小野崎147-1,029-869-6566,http://fenice0301.com,無
ZELE,360-0032,埼玉県,熊谷市,銀座3-50-1,048-577-7351,http://www.yamagiwa-group.com/,有
Chou Chou,355-0063,埼玉県,東松山市,元宿2-22-4,0493-59-9357,http://freshsalad.net/salon/chouchou/,無
HANDs,950-0913,新潟県,新潟市中央区,鎧2-10-3,025-278-3986,https://hands-niigata.shopinfo.jp,有
Kkaaai powered by Ari･gate,362-0035,埼玉県,上尾市,仲町1-7-26 Kousei bldg2F,048-772-8777,http://kkaaai.com,有
HAIR ICI,466-0022,愛知県,名古屋市,昭和区塩付通3-1 ICIビル,052-682-8818,http://hair-ici.com/,無
HAIR ICI LUCE,460-0011,愛知県,名古屋市,中区大須3-22-24,052-262-5255,http://hair-ici.com/,無
HAIR ICI QUARTET,460-0008,愛知県,名古屋市,中区栄2-1-26 栄ICIビル,052-203-1661,http://hair-ici.com/,無
HAIR ICI TRE,460-0012,愛知県,名古屋市,中区千代田3-28-37,052-212-9595,http://hair-ici.com/,無
HAIR ICI Canna,456-0002,愛知県,名古屋市,熱田区金山町1-10-1,052-682-8818,http://hair-ici.com/,有
Fen. hair ici,153-0061,東京都,目黒区,中目黒1-4-5,03-6873-7729,http://hair-ici.com/,無
SHIGERU CUT CLUB 伊勢駅前店,516-0072,三重県,伊勢市,宮後1-4-27,0120-28-1950,http://shigeru.cc/,無
SHIGERU CUT CLUB 神田久志本店,516-0016,三重県,伊勢市,神田久志本町1644-1,0120-27-3950,http://shigeru.cc/,無
SHIGERU CUT CLUB 明和店,515-0325,三重県,松阪市,多気郡明和町大字竹川33-6,0120-52-7950,http://shigeru.cc/,無
SHIGERU CUT CLUB 松阪店,515-0811,三重県,松阪市,松阪市塚本町106-3,0120-53-2950,http://shigeru.cc/,無
BRANCHE 春日井市民病院前店,486-0803,愛知県,春日井市,西山町3-4-1,0568-56-1131,http://www.branche-grp.co.jp/hair.html,無
BRANCHE JR勝川駅前店,486-0931,愛知県,春日井市,松新町1-3 ルネッサンスシティ勝川一番街2F,0568-35-3300,http://www.branche-grp.co.jp/hair.html,無
BRANCHE 神領店,486-0829,愛知県,春日井市,堀ノ内町2-16-15,0568-56-2201,http://www.branche-grp.co.jp/hair.html,無
BRANCHE 桃花台ピエスタ店,485-0812,愛知県,小牧市,城山1-3ピエスタ内2F,0568-78-7555,http://www.branche-grp.co.jp/hair.html,無
BRANCHE 小牧店,485-0021,愛知県,小牧市,二重堀186-1,0568-74-6755,http://www.branche-grp.co.jp/hair.html,無
BRANCHE JR勝川南口店,486-0945,愛知県,春日井市,勝川町8-13 勝南プラザビル1F,0568-56-1131,http://www.branche-grp.co.jp/hair.html,無
BRANCHE 西松山店,489-0912,愛知県,瀬戸市,西松山3-47,0561-76-2511,http://www.branche-grp.co.jp/hair.html,無
BRANCHE 名鉄小幡駅前店,463-0013,愛知県,名古屋市,守山区小幡中1-30-15駅前オバタビル1F,052-793-0068,http://www.branche-grp.co.jp/hair.html,無
winner 西店,452-0803,愛知県,名古屋市,西区大野木5-18,052-503-8600,https://www.winner-group.jp/,無
winner 本店,464-0075,愛知県,名古屋市,東区筒井1-10-30,052-935-9812,https://www.winner-group.jp/,無
winner vision店,460-0003,愛知県,名古屋市,中区錦3-5-4,052-953-2915,https://www.winner-group.jp/,無
winner 平針店,468-0011,愛知県,名古屋市,天白区平針3-1701 栄晃ビル1F,052-803-3941,https://www.winner-group.jp/,無
Cashe'e MAENOHETA,515-0045,三重県,松阪市,駅部田136-1,0598-21-9021,https://www.cashee.jp/,無
Cashe'e SHIMOMURA,515-0043,三重県,松阪市,下村町623-1,0598-31-3737,https://www.cashee.jp/,無
Landmarc,515-0055,三重県,松阪市,田村町428-1,0598-21-0544,http://www.landmarc.jp/,無
Landmarc2,515-0002,三重県,松阪市,郷津町178-1,0598-51-1110,http://www.landmarc.jp/,無
cofta,452-0802,愛知県,名古屋市,西区比良3-63アーバンライトビル1F,052-325-4844,https://beauty.hotpepper.jp/slnH000277033/,無
astrale,462-0825,愛知県,名古屋市,北区大曾根3-12-32,052-911-8801,http://www.astrale.biz/,無
ASCH 名駅店,450-0002,愛知県,名古屋市,中村区名駅2-2-45-19,052-561-6226,https://www.asch.jp/index.html,無
ASCH 檀渓通店,466-0842,愛知県,名古屋市,昭和区檀渓通3-7,052-842-1172,https://www.asch.jp/index.html,無
ASCH 八事店,467-0038,愛知県,名古屋市,瑞穂区彌富町清水ケ岡41,052-861-7017,https://www.asch.jp/index.html,無
ASCH 滝ノ水店,458-0016,愛知県,名古屋市,緑区上旭2-105,052-892-6100,https://www.asch.jp/index.html,無
ハダトコ,441-8022,愛知県,豊橋市,野黒町76-1,0532-87-4324,http://hadatoco.com,無
アントミ(…and tomi),441-8151,愛知県,豊橋市,曙町南松原12,0532-47-0505,,有
グランスール,471-0832,愛知県,豊田市,丸山町4丁目19,0565-41-6721,http://grandesoeur.info,無
gilet(ジレ),482-0021,愛知県,岩倉市,新柳町 50 1丁目,0587-66-0267,www.gilet.jp,無
bis hair&make,500-8847,岐阜県,岐阜市,金宝町2丁目2,058-263-3863,http://www.bis-love.com,有
Unlock,471-0857,愛知県,豊田市,小川町1丁目9−1,0565-42-5660,,無
salon V,460-0008,愛知県,名古屋市,中区栄3−32−33 トクサンビル 3F,052-263-1381,,無
ギグスism,464-0808,愛知県,名古屋市,千種区星ガ丘山手911 サンホシガオカ2F,052-782-9671,http://www.gigs.co.jp,無
gigs cor,468-0001,愛知県,名古屋市,天白区植田山3丁目1604,052-848-8671,http://www.gigs.co.jp,無
gigs hair,458-0814,愛知県,名古屋市,緑区鶴ガ沢1丁目101,052-877-9676,http://www.gigs.co.jp,無
